id,system_id,dependent_variable,independent_variable_1
1,1,10.8,1
2,1,11.6,2
3,1,12.4,3
4,1,13.2,4
5,1,14,5
6,1,14.8,6
7,1,15.6,7
8,1,16.4,8
9,1,17.2,9
10,1,18,10
11,1,18.8,11
12,1,19.6,12
13,1,20.4,13
14,1,21.2,14
15,1,22,15
16,1,22.8,16
17,1,23.6,17
18,1,24.4,18
19,1,25.2,19
20,1,26,20
21,1,26.8,21
22,1,27.6,22
23,1,28.4,23
24,1,29.2,24
25,1,30,25
26,1,30.8,26
27,1,31.6,27
28,1,32.4,28
29,1,33.2,29
30,1,34,30
31,1,34.8,31
32,1,35.6,32
33,1,36.4,33
34,1,37.2,34
35,1,38,35
36,1,38.8,36
37,1,39.6,37
38,1,40.4,38
39,1,41.2,39
40,1,42,40
41,1,42.8,41
42,1,43.6,42
43,1,44.4,43
44,1,45.2,44
45,1,46,45
46,1,46.8,46
47,1,47.6,47
48,1,48.4,48
49,1,49.2,49
50,1,50,50
51,1,50.8,51
52,1,51.6,52
53,1,52.4,53
54,1,53.2,54
55,1,54,55
56,1,54.8,56
57,1,55.6,57
58,1,56.4,58
59,1,57.2,59
60,1,58,60
61,1,58.8,61
62,1,59.6,62
63,1,60.4,63
64,1,61.2,64
65,1,62,65
66,1,62.8,66
67,1,63.6,67
68,1,64.4,68
69,1,65.2,69
70,1,66,70
71,1,66.8,71
72,1,67.6,72
73,1,68.4,73
74,1,69.2,74
75,1,70,75
76,1,70.8,76
77,1,71.6,77
78,1,72.4,78
79,1,73.2,79
80,1,74,80
81,1,74.8,81
82,1,75.6,82
83,1,76.4,83
84,1,77.2,84
85,1,78,85
86,1,78.8,86
87,1,79.6,87
88,1,80.4,88
89,1,81.2,89
90,1,82,90
91,1,82.8,91
92,1,83.6,92
93,1,84.4,93
94,1,85.2,94
95,1,86,95
96,1,86.8,96
97,1,87.6,97
98,1,88.4,98
99,1,89.2,99
100,1,90,100
101,2,10.8,1
102,2,11.6,2
103,2,12.4,3
104,2,13.2,4
105,2,14,5
106,2,14.8,6
107,2,15.6,7
108,2,16.4,8
109,2,17.2,9
110,2,18,10
111,2,18.8,11
112,2,19.6,12
113,2,20.4,13
114,2,21.2,14
115,2,22,15
116,2,22.8,16
117,2,23.6,17
118,2,24.4,18
119,2,25.2,19
120,2,26,20
121,2,26.8,21
122,2,27.6,22
123,2,28.4,23
124,2,29.2,24
125,2,30,25
126,2,30.8,26
127,2,31.6,27
128,2,32.4,28
129,2,33.2,29
130,2,34,30
131,2,34.8,31
132,2,35.6,32
133,2,36.4,33
134,2,37.2,34
135,2,38,35
136,2,38.8,36
137,2,39.6,37
138,2,40.4,38
139,2,41.2,39
140,2,42,40
141,2,42.8,41
142,2,43.6,42
143,2,44.4,43
144,2,45.2,44
145,2,46,45
146,2,46.8,46
147,2,47.6,47
148,2,48.4,48
149,2,49.2,49
150,2,50,50
151,2,50.8,51
152,2,51.6,52
153,2,52.4,53
154,2,53.2,54
155,2,54,55
156,2,54.8,56
157,2,55.6,57
158,2,56.4,58
159,2,57.2,59
160,2,58,60
161,2,58.8,61
162,2,59.6,62
163,2,60.4,63
164,2,61.2,64
165,2,62,65
166,2,62.8,66
167,2,63.6,67
168,2,64.4,68
169,2,65.2,69
170,2,66,70
171,2,66.8,71
172,2,67.6,72
173,2,68.4,73
174,2,69.2,74
175,2,70,75
176,2,70.8,76
177,2,71.6,77
178,2,72.4,78
179,2,73.2,79
180,2,74,80
181,2,74.8,81
182,2,75.6,82
183,2,76.4,83
184,2,77.2,84
185,2,78,85
186,2,78.8,86
187,2,79.6,87
188,2,80.4,88
189,2,81.2,89
190,2,82,90
191,2,82.8,91
192,2,83.6,92
193,2,84.4,93
194,2,85.2,94
195,2,86,95
196,2,86.8,96
197,2,87.6,97
198,2,88.4,98
199,2,89.2,99
200,2,90,100
201,3,10.8,1
202,3,11.6,2
203,3,12.4,3
204,3,13.2,4
205,3,14,5
206,3,14.8,6
207,3,15.6,7
208,3,16.4,8
209,3,17.2,9
210,3,18,10
211,3,18.8,11
212,3,19.6,12
213,3,20.4,13
214,3,21.2,14
215,3,22,15
216,3,22.8,16
217,3,23.6,17
218,3,24.4,18
219,3,25.2,19
220,3,26,20
221,3,26.8,21
222,3,27.6,22
223,3,28.4,23
224,3,29.2,24
225,3,30,25
226,3,30.8,26
227,3,31.6,27
228,3,32.4,28
229,3,33.2,29
230,3,34,30
231,3,34.8,31
232,3,35.6,32
233,3,36.4,33
234,3,37.2,34
235,3,38,35
236,3,38.8,36
237,3,39.6,37
238,3,40.4,38
239,3,41.2,39
240,3,42,40
241,3,42.8,41
242,3,43.6,42
243,3,44.4,43
244,3,45.2,44
245,3,46,45
246,3,46.8,46
247,3,47.6,47
248,3,48.4,48
249,3,49.2,49
250,3,50,50
251,3,50.8,51
252,3,51.6,52
253,3,52.4,53
254,3,53.2,54
255,3,54,55
256,3,54.8,56
257,3,55.6,57
258,3,56.4,58
259,3,57.2,59
260,3,58,60
261,3,58.8,61
262,3,59.6,62
263,3,60.4,63
264,3,61.2,64
265,3,62,65
266,3,62.8,66
267,3,63.6,67
268,3,64.4,68
269,3,65.2,69
270,3,66,70
271,3,66.8,71
272,3,67.6,72
273,3,68.4,73
274,3,69.2,74
275,3,70,75
276,3,70.8,76
277,3,71.6,77
278,3,72.4,78
279,3,73.2,79
280,3,74,80
281,3,74.8,81
282,3,75.6,82
283,3,76.4,83
284,3,77.2,84
285,3,78,85
286,3,78.8,86
287,3,79.6,87
288,3,80.4,88
289,3,81.2,89
290,3,82,90
291,3,82.8,91
292,3,83.6,92
293,3,84.4,93
294,3,85.2,94
295,3,86,95
296,3,86.8,96
297,3,87.6,97
298,3,88.4,98
299,3,89.2,99
300,3,90,100
301,4,10.8,1
302,4,11.6,2
