id;system_id;dependent_variable;independent_variable_1
1;1;0.03025783236816855;1.0
2;1;0;2.0
3;1;0.03230296140601613;3.0
4;1;0.07561138776280979;4.0
5;1;0;5.0
6;1;0;6.0
7;1;0.026086364077009077;7.0
8;1;0;8.0
9;1;0.028106290992596674;9.0
10;1;0;10.0
11;1;0;11.0
12;1;0.057408291476646826;12.0
13;1;0.03672678653075959;13.0
14;1;0.03784893224956205;14.0
15;1;0.011687638125546226;15.0
16;1;0.042779590561488896;16.0
17;1;0.08815536691488617;17.0
18;1;0;18.0
19;1;0;19.0
20;1;0.05435609386624751;20.0
21;1;0;21.0
22;1;0.07475278236953224;22.0
23;1;0.10637100979465096;23.0
24;1;0.09560690070126955;24.0
25;1;0;25.0
26;1;0.03805500298416683;26.0
27;1;0;27.0
28;1;0;28.0
29;1;0;29.0
30;1;0;30.0
31;1;0.042555513704776386;31.0
32;1;0.11344733864385545;32.0
33;1;0.052265301541812026;33.0
34;1;0.09075886351933662;34.0
35;1;0.06731677176270595;35.0
36;1;0.18801404402998773;36.0
37;1;0.053127551106154025;37.0
38;1;0.026128543014199257;38.0
39;1;0.18959515040482358;39.0
40;1;0.15997471885056802;40.0
41;1;0.15354786589196473;41.0
42;1;0.1408696523878799;42.0
43;1;0.3176403573382574;43.0
44;1;0.21247940847669955;44.0
45;1;0.36695984952331356;45.0
46;1;0.25358824847260325;46.0
47;1;0.4454459762105003;47.0
48;1;0.4890525203418552;48.0
49;1;0.5193751028976341;49.0
50;1;0.4511056102393542;50.0
51;1;0.4881240581459853;51.0
52;1;0.6575385973182435;52.0
53;1;0.5837963557784839;53.0
54;1;0.6177409878809006;54.0
55;1;0.6268741620400622;55.0
56;1;0.7936717531836237;56.0
57;1;0.8155137945888462;57.0
58;1;0.8078379471925945;58.0
59;1;0.7323874129793633;59.0
60;1;0.8247807522708236;60.0
61;1;0.9444775728688415;61.0
62;1;0.9503756667702458;62.0
63;1;0.8238890235370341;63.0
64;1;0.9723510094379118;64.0
65;1;1;65.0
66;1;0.9871193107911731;66.0
67;1;0.8668617737417946;67.0
68;1;0.9028032841126308;68.0
69;1;1;69.0
70;1;0.8845417645394387;70.0
71;1;1;71.0
72;1;1;72.0
73;1;1;73.0
74;1;1;74.0
75;1;1;75.0
76;1;0.8915770366944218;76.0
77;1;1;77.0
78;1;0.912665042669732;78.0
79;1;1;79.0
80;1;1;80.0
81;1;0.9659527103754025;81.0
82;1;0.9390293406773133;82.0
83;1;0.9582279268582525;83.0
84;1;0.9745375173147841;84.0
85;1;1;85.0
86;1;0.8995208764093348;86.0
87;1;0.9552804118560428;87.0
88;1;1;88.0
89;1;1;89.0
90;1;1;90.0
91;1;1;91.0
92;1;0.9744496620065871;92.0
93;1;0.9398422014791475;93.0
94;1;1;94.0
95;1;1;95.0
96;1;1;96.0
97;1;1;97.0
98;1;0.9153353234684636;98.0
99;1;1;99.0
100;1;0.9721313747504492;100.0
101;2;0;1.0
102;2;0.09623423363985649;2.0
103;2;0;3.0
104;2;0;4.0
105;2;0;5.0
106;2;0;6.0
107;2;0.028791840099932624;7.0
108;2;0;8.0
109;2;0;9.0
110;2;0;10.0
111;2;0;11.0
112;2;0;12.0
113;2;0.039025672668844;13.0
114;2;0;14.0
115;2;0;15.0
116;2;0.05636823552155225;16.0
117;2;0;17.0
118;2;0;18.0
119;2;0;19.0
120;2;0.07644657358687361;20.0
121;2;0;21.0
122;2;0.06553835782199226;22.0
123;2;0.0837712437540929;23.0
124;2;0;24.0
125;2;0.03082117247720227;25.0
126;2;0.0674320729568263;26.0
127;2;0.04461341970975019;27.0
128;2;0.016902506622593048;28.0
129;2;0.06826203722965045;29.0
130;2;0.018752993109096366;30.0
131;2;0.11929874838806662;31.0
132;2;0;32.0
133;2;0;33.0
134;2;0.016272955961899385;34.0
135;2;0.013318051822779925;35.0
136;2;0.1501399919013086;36.0
137;2;0.08247661666853416;37.0
138;2;0.044877934533992525;38.0
139;2;0.22642235266041294;39.0
140;2;0.06366344936039964;40.0
141;2;0.08636660082848739;41.0
142;2;0.13609996649047196;42.0
143;2;0.1648052773885581;43.0
144;2;0.26648552579904733;44.0
145;2;0.20731416630039456;45.0
146;2;0.2736433295588308;46.0
147;2;0.35423795090029986;47.0
148;2;0.34937014932299143;48.0
149;2;0.5433778788705659;49.0
150;2;0.5218398255339852;50.0
151;2;0.5287479083841143;51.0
152;2;0.5371965195694872;52.0
153;2;0.5754014997274652;53.0
154;2;0.6442483617553442;54.0
155;2;0.6119875113159737;55.0
156;2;0.6675225340678796;56.0
157;2;0.7556333729332847;57.0
158;2;0.8087721752211827;58.0
159;2;0.838470558296129;59.0
160;2;0.8542460780251897;60.0
161;2;0.8967223381518633;61.0
162;2;0.8105813193870798;62.0
163;2;0.826508633214165;63.0
164;2;0.8957421468028605;64.0
165;2;0.9695875904026273;65.0
166;2;0.9238124701281528;66.0
167;2;0.8960592246031795;67.0
168;2;1;68.0
169;2;0.9490366212778688;69.0
170;2;0.9996116106040133;70.0
171;2;0.9610833027237261;71.0
172;2;1;72.0
173;2;0.883822845441499;73.0
174;2;0.9851143991780293;74.0
175;2;1;75.0
176;2;0.9133164440893711;76.0
177;2;0.9203298793491115;77.0
178;2;0.967553865759097;78.0
179;2;0.9272287397725127;79.0
180;2;1;80.0
